rte_node_cfg_parm_id|rte_node_id|key_cd|val|
2429.0|2896.0|ruleName|ChickenRecipeMastersGroupApproval|
2430.0|2898.0|contentFragment|<start name="AdHoc"/>|
2431.0|2898.0|ruleSelector|Template|
2432.0|2899.0|contentFragment|<role name="RoleType"><qualifierResolverClass>org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver</qualifierResolverClass><activationType>P</activationType></role>|
2433.0|2899.0|qualifierResolverClass|org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver|
2434.0|2899.0|activationType|P|
2435.0|2899.0|ruleSelector|Template|
2436.0|2901.0|contentFragment|<start name="AdHoc"/>|
2437.0|2901.0|ruleSelector|Template|
2438.0|2902.0|contentFragment|<role name="GroupType"><qualifierResolverClass>org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver</qualifierResolverClass><activationType>P</activationType></role>|
2439.0|2902.0|qualifierResolverClass|org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver|
2440.0|2902.0|activationType|P|
2441.0|2902.0|ruleSelector|Template|
2442.0|2904.0|contentFragment|<start name="AdHoc"/>|
2443.0|2904.0|ruleSelector|Template|
2444.0|2905.0|contentFragment|<role name="GroupType"><qualifierResolverClass>org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver</qualifierResolverClass><activationType>P</activationType></role>|
2445.0|2905.0|qualifierResolverClass|org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver|
2446.0|2905.0|activationType|P|
2447.0|2905.0|ruleSelector|Template|
2448.0|2906.0|contentFragment|<role name="RoleType"><qualifierResolverClass>org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver</qualifierResolverClass><activationType>P</activationType></role>|
2449.0|2906.0|qualifierResolverClass|org.kuali.rice.kim.workflow.attribute.KimTypeQualifierResolver|
2450.0|2906.0|activationType|P|
2451.0|2906.0|ruleSelector|Template|
2452.0|2908.0|contentFragment|<start name="AdHoc"/>|
2453.0|2908.0|ruleSelector|Template|
2454.0|2910.0|contentFragment|<start name="AdHoc"/>|
2455.0|2910.0|ruleSelector|Template|
